mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,label
-20.25212,2.3758333,-2.0242584,0.46095026,-0.9731534,3.767189,-10.315036,7.573155,-11.400344,3.403067,-12.896586,1.0548457,-10.40605,21.023956,12.861592,10.163355,9.021517,7.0745144,6.195081,4.90083,4.221927,4.341571,4.2321,4.250164,4.003963,3.8900416,hail
-227.83325,167.82056,-10.575389,12.686545,3.0976748,3.6531441,-1.30753,-0.9074395,-0.35673168,-8.700105,-8.998018,-8.483526,-12.514969,78.1081,26.20488,23.110687,20.641205,13.279612,7.5578537,5.598236,8.003117,8.321432,6.702141,6.900397,5.4087687,5.5242953,hail
-102.054665,123.62808,-0.81071514,25.005789,8.008162,9.263838,-3.5968337,4.1749053,-2.7207053,5.8611546,-1.7322011,5.8966937,0.23759605,59.04405,33.069626,23.247599,9.1513,8.2793665,6.4954524,7.049513,6.070979,5.6609564,4.6423535,4.232395,4.683224,6.7698717,hail
-345.30707,91.37244,-21.814453,0.27625382,-7.6125045,-8.734049,-10.206503,-9.518037,-10.391444,-9.5139265,-9.603312,-9.411843,-10.773705,159.81972,73.01141,34.434093,8.774105,10.827572,10.962054,9.681776,8.696211,8.867299,8.913916,8.248216,7.653792,8.545727,hail
-438.08267,22.79929,-42.132847,-7.133305,-16.35591,-12.715636,-14.657225,-7.2476716,-11.570076,-10.460652,-14.581721,-9.398375,-7.215779,180.73166,18.94584,32.969593,9.385896,16.60713,10.713919,14.289848,10.023277,13.266156,9.3776455,13.018109,9.004759,7.9739313,hail
-245.35681,88.416405,-51.275066,27.196388,-23.532047,-9.429089,-24.763336,-17.954903,-20.032152,-18.046553,-14.859423,-11.658353,-8.96833,90.08675,31.201694,18.474226,13.849909,13.639162,7.0197535,11.824505,7.9949136,9.872074,7.5378094,7.4062963,7.524944,9.6904,hail
-108.93991,108.5385,-18.86917,21.802298,-4.300678,1.4728175,-8.082901,-3.5357852,-13.129204,-6.6098723,-11.722039,-6.169445,-12.190172,101.618065,33.62698,13.950154,7.960326,8.03455,6.186969,5.6893373,5.5813947,7.481655,7.5985293,6.6124024,6.4434557,6.396998,hail
-339.42633,-0.6965247,41.841686,0.49107087,3.6775882,-0.7206398,-0.060049642,1.031577,-3.8677435,3.1603687,-2.5507078,2.62967,-2.9162073,47.01281,20.171934,10.328152,6.0274673,5.140554,4.240298,4.108775,4.1074586,4.2160616,3.96729,3.7987256,3.6993413,3.656183,hail
-225.4398,0.10589674,-24.854582,-24.710733,-17.47484,-11.329894,-13.335901,-4.6227484,-6.431334,-3.2173705,-11.210631,-5.477466,-12.364641,50.764687,8.563927,6.28843,5.9016223,4.844248,4.5576158,4.204262,4.247042,3.9993424,4.1466827,4.046545,3.881053,3.709773,hail
-156.7874,45.574055,-32.05001,12.9557905,-3.0247712,7.2304363,-8.975193,1.7669078,-10.69464,-0.8482887,-8.522815,-3.9416306,-9.268003,73.33873,23.840464,8.800662,5.988648,5.3957534,4.819526,5.1232505,4.040259,4.3276787,3.901911,3.7365837,3.7166324,3.682699,hail
-129.93051,21.067762,-2.3798487,12.164195,-5.2540607,10.342741,-3.0951052,8.944552,0.31761506,7.8981447,-0.40076038,4.226393,-1.1021388,43.265705,21.889395,7.0053363,4.563841,4.443798,3.9327543,3.902761,3.6294272,3.626783,3.5815454,3.4888968,3.347614,3.3188734,hail
-194.85742,59.516457,-53.967056,2.7872329,-40.482227,-20.330189,-37.520966,-15.276809,-23.57397,-6.6547604,-6.7306085,-2.708624,-8.983084,101.499695,23.955667,17.74108,10.72129,14.145225,10.998831,12.883502,10.285168,10.263096,10.369373,11.46724,7.866098,10.744058,hail
-354.98123,87.25725,10.453755,17.098501,16.541996,6.561053,5.4894547,5.7839694,-4.6647286,4.1450076,-5.521708,0.5661032,-5.411893,35.076477,25.189932,10.05309,8.497839,6.7364035,5.444935,3.8441741,4.0785146,3.8451302,3.5720851,3.4306412,3.5157843,3.8070729,hail
-347.12195,98.808655,10.250417,18.220837,17.408268,8.014343,6.8631306,4.9146256,-3.1960905,4.426844,-5.3808517,1.479242,-4.87098,50.413136,35.859314,15.437288,9.166955,6.076887,4.5385013,3.7720647,3.744786,3.6181157,3.7436962,3.3846188,3.3559265,3.6665995,hail
-366.05215,101.54885,14.591984,22.643692,9.01084,13.90698,4.0275335,5.3024125,1.5876245,4.542198,1.9114473,1.2699437,-0.055564117,59.812492,44.443314,14.714347,11.396834,6.721985,4.7382746,5.3222713,5.319888,5.6812987,4.788804,4.1660285,3.998977,4.007254,hail
-278.87155,77.71423,-26.706074,19.468983,-7.507884,2.5493279,-5.7883763,-2.4231617,-3.3035743,-3.1322763,-8.213507,-7.1113844,-7.6099453,94.06013,26.169167,16.835485,11.506343,8.462167,7.8911467,6.7211566,5.9237533,6.1201997,5.1631665,5.041855,5.3334513,4.8120832,hail
-542.9302,68.183395,0.6037192,14.957304,-3.9241712,11.176384,2.477709,1.3539171,5.3071046,-0.3952313,4.0848393,-0.13000387,4.1457,71.22739,29.367357,24.447426,17.170488,13.031584,10.456688,10.677477,8.686028,8.010832,7.8522463,6.940671,7.5574274,5.530675,hail
-433.41464,-60.484367,-10.9594965,-0.9327889,-17.897146,-7.637404,-8.365311,-8.320976,-11.124585,-7.864989,-19.377668,-4.5944095,-10.374542,50.98742,24.696537,14.853146,11.286603,8.573151,8.211841,7.214747,6.587183,6.8218365,6.177017,6.2068343,6.186478,5.646678,hail
-259.89786,67.40062,-16.892588,26.49703,-18.03742,5.098164,-0.95069903,-3.4567115,-13.006212,-5.733862,-14.548992,-6.9998527,-7.2138486,62.00134,18.198425,15.014442,7.8325615,7.017424,5.838517,5.9520707,5.299917,5.5531673,5.638877,5.341037,4.924093,4.7036705,hail
-385.59494,115.65957,-5.9996715,23.505035,-20.859873,6.2893047,-1.9407912,-0.6382306,-6.836322,-1.1755954,-8.905078,1.9782661,-5.028203,61.98572,18.237131,9.630567,6.6482635,7.8619103,6.588241,6.9896145,6.01119,5.445681,5.156638,4.6065288,4.359166,4.512411,hail
-248.72363,63.831715,-15.089489,17.62896,-20.641407,0.4585036,-0.9680755,-3.5449276,-7.0483694,-1.8523172,-11.73177,0.16369584,-8.522834,67.96775,20.974009,11.78141,6.9421763,6.5489583,6.0438356,5.4995365,5.265108,4.648978,4.8504663,4.5696206,4.3167768,4.350517,hail
-396.57358,73.09911,-32.16272,13.658579,-29.246916,5.2047915,-17.612295,-0.6027793,-3.378043,-1.2599312,-1.4552648,0.6053708,0.340231,121.56093,34.713814,23.44214,11.599099,12.968703,9.0617285,11.225744,7.7903504,7.935028,6.743201,7.2186794,5.9226217,6.178785,hail
-174.26654,164.2983,-32.308887,7.681038,-12.176584,-4.434927,-17.883816,-11.368004,-11.598463,-1.8237681,-5.0694127,2.7244604,-4.2197433,86.28733,35.128273,28.941616,11.524498,13.916558,9.804284,10.906758,9.692135,9.722092,12.407156,10.660498,7.90382,8.631759,hail
-168.15689,143.4021,-97.1641,-7.935762,-28.003447,-48.55944,-17.776884,-27.965538,-20.834904,-8.854876,-29.497757,-5.530464,5.851042,130.2703,44.70799,48.76582,10.209274,7.3156114,12.990921,8.101842,8.238464,6.9550405,6.4627404,11.370774,6.569198,5.401453,hail
-192.22066,129.11366,-11.179901,18.405893,-1.5014055,1.9535764,-7.1899705,-0.15025124,-4.086205,0.9828597,-4.7564,0.7651968,-5.660425,138.55304,35.732605,16.54617,17.876305,11.055854,13.24787,9.706056,8.881439,7.604333,8.019051,6.5624886,6.1879115,8.246481,hail
-260.95648,82.34755,-44.368496,8.287893,-22.632566,2.3374362,-3.0873034,-14.59145,-19.298908,-1.8737792,-1.1045247,3.3618724,-11.069789,122.450134,41.007854,38.71603,23.266926,27.003038,28.014505,23.649965,22.654282,22.53494,20.053537,19.85134,17.495785,15.200081,hail
-288.91098,47.656258,-113.22734,-25.271343,-15.663032,-25.832859,-36.487354,-25.715704,10.906412,24.083994,21.732063,15.336422,0.9142491,39.9014,11.345825,17.344473,13.795615,9.582918,10.033332,11.488366,12.904234,16.476255,21.235346,18.087727,21.970203,30.464264,hail
-221.77621,99.64304,-70.54727,5.6111116,-0.16106406,-8.987354,-25.10872,-17.017416,7.203729,17.26001,13.631589,8.119851,-0.14224255,76.08831,39.025,31.519407,22.478645,18.37154,16.78107,19.577784,16.292906,13.812952,16.471027,15.920974,17.85768,23.703367,hail
-415.16336,93.44179,35.49272,44.71786,22.992872,22.396917,17.2426,10.579042,14.162236,6.96379,6.1856623,8.627356,9.146106,68.2309,44.9535,32.6886,25.651512,22.515062,21.214222,13.305039,11.833266,16.694603,8.590094,9.251174,9.484535,12.472442,hail
-213.8294,165.63036,-3.2881236,17.579374,0.7034597,-5.1808314,-8.495369,-11.639016,-9.583925,-3.1626582,-10.956032,-8.397263,-17.70515,74.16711,45.78315,27.612888,14.30406,11.2219515,8.1434765,7.827353,7.778711,12.706679,11.774753,9.107477,10.553362,10.125646,hail
-553.1689,66.66356,19.55508,11.922538,-1.6037608,-6.0890884,-7.651026,-9.778074,-11.575173,-10.527763,-11.078637,-13.310968,-13.038598,105.150215,55.869617,24.009983,10.802541,6.396904,6.5206017,8.509084,6.730756,7.3292375,7.5184712,8.194222,8.67869,8.554645,hail
-638.8999,36.870922,15.1907835,13.836812,11.265827,6.288951,-17.140478,-30.145136,-35.84239,-31.887077,-27.877172,-25.883997,-20.724295,70.5947,12.50298,17.320902,6.15735,6.0309243,12.158858,11.472642,17.680937,13.648437,11.144102,7.830631,9.852246,10.348272,hail
-365.73074,34.07299,-55.7628,1.2142833,-36.019672,-25.151876,-31.429798,-19.916126,-20.175585,-15.465846,-1.0843664,4.7958317,-5.1976767,170.34631,21.9977,34.201603,8.215447,24.749187,14.720441,19.174276,11.367974,11.513835,10.96677,7.0489435,6.3211856,9.897577,hail
-452.43524,29.559837,-17.614395,13.590726,-5.5027742,-6.5829997,-13.363832,13.494245,8.898639,7.05639,0.9714306,9.22231,4.6243334,171.6833,34.224384,11.797191,10.032365,10.250217,10.262592,20.638021,24.644938,17.472082,11.457692,23.56533,30.96199,17.701365,hail
-419.33273,122.29637,25.882862,6.753616,2.3517919,-2.5630538,-5.073109,-8.562466,-11.283849,-9.83328,-6.5573764,-5.967844,-8.078683,110.71876,79.671646,22.733185,11.316567,7.045141,6.6560245,7.9867363,7.0265307,9.110523,7.4725833,5.662945,6.8047166,6.2783594,hail
-121.83443,106.861984,-30.589697,42.381855,-26.004171,1.2028749,-19.891205,4.9395523,-15.800076,-5.744148,-7.573421,-5.9921684,-11.709756,132.18587,28.406,28.431412,13.213538,13.974295,8.678349,9.324225,11.3595915,7.937562,7.572457,5.7876,8.149563,5.5216665,hail
-228.73862,106.80407,-67.45573,14.643286,-21.707212,-17.070791,-27.166271,-21.750134,-21.001553,-19.5445,-17.197464,-16.919811,-18.57641,117.826485,26.850061,21.441994,12.109892,11.936805,10.684379,9.033912,7.2723894,6.4650083,6.2800164,5.848653,6.312774,8.063623,hail
-80.76559,111.75118,-4.0971794,-5.608785,-22.784565,-6.312884,-13.746594,-13.401059,-10.138343,-14.143662,-16.62253,-16.09065,-10.573654,85.810875,26.122654,11.480066,8.246055,10.659119,8.827586,7.616142,7.369718,7.153288,6.3315654,6.0606356,6.871547,7.4742355,hail
-75.18326,114.42807,14.173784,25.960701,-0.31540745,5.3625703,-2.994898,8.602102,-0.20040517,1.7189282,-5.7428255,3.7699425,-1.9781241,100.94466,33.121834,15.485378,12.5882435,8.906133,8.276192,10.068172,7.8462043,7.0512547,8.153788,7.537623,8.16997,8.593389,hail
-78.136185,106.86044,13.11215,36.152603,10.1756525,13.526069,5.363962,10.254438,3.4395483,1.9816282,-4.845708,1.1420362,0.5414632,68.19277,37.574306,19.192518,20.03078,14.644642,10.859267,9.840806,8.831005,9.899829,9.497566,8.293345,7.7371545,8.567666,hail
-404.717,82.201385,39.077553,25.296526,22.028093,18.177916,11.115733,7.3728437,5.9814396,4.804415,3.8909926,3.3391929,3.2331166,87.23606,67.924706,31.732635,21.884068,16.545069,12.8705015,9.605082,7.850461,6.231306,5.6665053,4.7523026,4.5756454,4.266692,hail
-371.2838,14.183579,-48.589104,-3.258616,-32.343914,-16.955475,-24.197115,-16.842005,-15.624221,-6.9751115,2.8628275,5.5973363,4.074394,164.40031,14.512896,37.652485,5.095985,27.204287,13.290947,19.075695,14.526816,17.492704,15.338385,8.685099,13.398313,16.293674,hail
-34.351234,48.958683,13.129614,28.085299,12.813334,13.590455,4.594313,11.044442,3.4655085,6.311779,1.1188878,3.3498335,-3.82009,90.82557,39.897003,23.475658,17.165579,11.714424,9.95046,8.938827,8.009778,6.9597983,6.304267,6.6355834,6.8848343,6.340334,hail
-48.074673,98.74921,26.42913,31.82086,16.768972,12.82725,1.3681129,5.339399,0.7857039,6.1668296,-0.7487549,3.5390043,-2.522571,67.689026,39.297913,20.24478,13.898224,11.327488,10.2267065,9.093057,7.7409472,7.2620125,7.216908,6.8704104,5.935926,5.662442,hail
-177.15378,105.66936,-35.863308,9.005077,-14.819576,9.83182,15.820989,3.361131,1.3917295,0.8389938,2.6179695,20.33212,-2.6891239,103.06559,46.389797,30.548643,27.05504,23.585163,18.536669,25.357357,22.603476,22.741182,12.711131,20.94653,13.382916,9.638989,hail
-247.37679,43.30561,19.097824,44.444653,12.573295,35.848637,-6.695995,18.674574,9.374546,18.623848,2.3030355,13.505091,3.6713352,76.48492,36.1559,20.512636,13.463142,10.298531,7.977017,11.1409855,7.3306,6.454513,6.34014,4.9287176,5.8556075,6.6561346,hail
-154.98184,138.99998,3.9159322,49.3627,4.3491373,16.650312,1.8748384,7.734271,1.2847966,-2.335896,2.093631,-0.99466944,-3.439739,92.72975,33.473873,29.211544,19.066906,16.450367,10.132208,10.424943,7.01932,8.351749,6.7363224,5.9660172,6.7939906,6.8030705,hail
-127.26692,100.09975,8.03139,32.098747,5.6577735,9.770786,-4.2612734,6.6886797,-6.935421,-0.6062063,-5.2645617,-5.501222,-10.443999,136.65756,33.104263,20.99334,20.044281,14.831647,12.025939,10.726918,9.207686,10.197879,9.133704,8.770969,9.642128,8.497128,hail
-71.91474,117.47382,25.520674,31.649036,5.299781,10.176117,-0.8782532,3.3430989,-8.620177,-5.7215867,-7.7904015,-2.5175574,-6.662206,99.61843,36.76586,21.97254,16.33842,12.584546,9.869275,8.775914,6.79932,9.01797,8.446944,8.0875225,7.343235,6.6482263,hail
-101.72294,123.55926,6.650191,17.970686,6.9749207,6.454623,-3.213733,1.539647,-4.2997656,-3.9135332,-1.0815731,1.0129967,-5.9022775,60.545105,34.48769,21.53559,19.110031,11.771671,13.27718,12.980762,13.771991,12.4472065,13.677264,10.667618,9.461319,9.688442,hail
-138.55002,164.14308,-24.733955,18.21638,-10.838841,-1.8144454,-6.4044914,0.080378965,-4.3227897,1.9643427,-0.6620035,-0.047703907,3.4814749,78.76297,44.629967,28.892994,21.783459,17.78736,14.5986595,11.985458,10.712072,12.470181,8.27655,7.5446296,8.563727,6.634347,hail
-64.414986,86.37774,13.797981,33.201324,4.730171,15.655984,-2.860293,10.081379,-3.2936387,1.7878672,-5.119258,-0.4449698,-7.3621655,84.23639,27.83456,18.257526,10.4869795,14.375087,11.136458,8.018433,6.655757,6.203822,6.031573,6.080906,5.583915,5.726354,hail
-55.78635,87.5866,8.8468485,29.132135,4.0469418,10.205301,-4.683197,4.104914,-8.013923,2.748627,-3.9817173,0.45539406,-2.396486,112.02902,23.742954,20.560879,17.723564,11.925368,11.353859,8.448263,9.533802,8.071025,8.582273,6.4398813,8.0039015,7.4631968,hail
-107.26968,69.76749,12.126675,38.30479,9.674069,10.508019,-0.3527395,8.894157,0.8540946,0.7097405,-5.30817,6.6960244,-9.742647,134.28505,40.130795,24.493319,21.967272,15.393114,13.792675,9.182243,9.407968,9.285766,8.912044,8.00449,8.02275,7.5502796,hail
-115.037926,70.43327,17.082827,35.06616,14.316148,16.01356,5.1159506,8.264643,0.11789326,7.7668777,1.0029583,4.652797,-6.7153378,102.23794,33.407,19.85157,18.35029,10.9498825,14.228261,11.124415,8.058465,7.734123,8.92991,8.559156,7.9698386,7.4492793,hail
-40.945107,112.18876,-1.4986868,35.982555,0.92056906,4.3664374,4.9937553,6.4540367,-5.0130935,-6.2473574,-12.516196,2.1363006,-1.5242422,81.16884,20.017712,11.998879,10.189532,9.481049,7.9604526,7.9492164,6.883597,6.0583515,6.29711,6.159016,6.4817533,6.880651,hail
-26.821815,87.0651,3.458983,35.5612,-5.8204603,8.48781,-7.6131244,8.835723,-7.0949287,3.2848375,1.0486563,2.4579623,-3.0674462,82.72157,15.024468,21.542976,22.49495,9.914766,10.655357,7.5092263,9.957848,7.174442,7.8185806,5.9861236,5.6787167,9.39497,hail
-87.34575,83.26343,-2.349631,28.896633,3.038654,3.502215,-1.739649,1.3705589,-2.4942856,5.8345566,0.6881163,3.4385645,-6.17515,143.4872,21.48468,33.086205,18.55689,12.923076,23.590187,11.678578,16.928839,10.452012,9.012859,8.242493,6.683211,7.1455035,hail
-109.062454,95.01335,14.946501,34.16211,-1.8767402,10.161235,-4.454895,8.9661045,-1.2782692,9.581446,2.073443,0.12074149,-7.5557847,147.60623,30.213781,14.679923,17.864504,9.567895,12.305565,7.8468523,10.949876,6.9591136,7.8823724,6.5390387,8.874559,11.629568,hail
-92.77108,125.46344,-16.903744,35.29832,-3.6831808,6.086582,-8.291175,4.0828023,-5.0655756,1.147884,-1.8674345,2.306577,-4.7597265,122.62692,37.75052,19.04207,17.483078,9.176053,10.008311,7.907435,7.869677,8.567215,6.6816974,7.0764413,7.805578,5.9526296,hail
-158.95491,91.43098,22.426567,22.599545,-0.7775771,0.41327542,-8.451861,-1.9115597,-0.8397442,7.01799,-1.4731386,1.7603917,-4.142237,141.25246,33.24407,31.163044,21.201384,18.522331,20.972452,16.31994,15.421932,11.200303,11.095689,7.563646,9.294277,10.507665,hail
-139.74913,133.19856,-12.325238,15.395498,-4.805823,7.3336983,-10.932363,-1.7226995,-13.362685,0.016497234,-1.1770825,3.6139886,-6.728447,103.37079,36.291885,20.913906,11.553334,13.071203,9.345461,9.718016,7.439514,8.844821,9.703314,8.723452,8.620858,8.94641,hail
-111.82216,130.5713,-1.0636802,15.681441,-7.0316243,14.263287,-2.5988564,-1.0689394,-4.2278867,1.0739908,-1.1320993,1.0363894,-3.764604,94.57465,32.45514,11.558612,15.163961,12.583477,10.70234,7.511054,9.163552,7.5470395,14.577675,11.1164055,8.3716135,9.934091,hail
-76.21695,76.29003,3.8465824,38.111614,0.19213216,12.789113,-7.80876,5.162083,-6.739402,4.007967,-2.6550374,-2.4778838,-8.244174,117.268585,29.927029,32.90484,28.465454,14.551648,12.071925,8.660105,10.111032,8.601762,7.594926,8.307057,7.7956467,7.3024025,hail
-147.79434,117.402985,21.591007,16.446617,4.8828297,13.251563,0.8178742,9.806963,0.5746422,4.608933,-0.037764512,2.5470731,-0.8851906,106.205925,51.33981,33.17644,19.135427,15.4496975,11.386179,8.583733,8.79181,8.208268,11.312307,8.24202,7.4123588,8.062511,hail
-59.371815,97.63516,-24.535196,5.763092,-21.63279,-10.731901,-27.143017,-1.056206,-10.245338,-4.6383357,-13.390588,-3.814995,-5.4039993,74.88459,25.722061,11.676606,12.652917,10.6111965,12.252354,8.521306,7.3112745,9.78004,8.623844,8.0652,6.3583407,7.6470356,hail
-320.73907,3.3030272,-24.25116,-34.701366,-13.539275,-8.76912,-20.607395,-7.987613,-10.182722,-10.633723,-10.482535,-6.0165706,-13.231491,87.75963,11.022807,6.4258184,6.39454,4.950105,4.2793174,4.555907,3.9822838,3.95653,3.8171136,4.0110674,3.6607227,3.692183,hail
-269.67633,168.78685,-100.77611,-16.654848,2.4437287,-49.22391,-20.408386,-6.0812507,-24.627567,-6.9271755,5.6376653,-12.4415865,-5.838403,74.71447,34.71088,33.11911,17.778397,16.557495,18.170103,12.6556015,10.991644,12.045261,11.3021145,8.718009,9.305987,7.1718273,hail
-213.21071,209.53793,-115.08201,-39.530277,15.039195,-66.249054,-44.129803,-14.232338,-44.7509,-21.932653,-0.33877578,-21.429253,-10.067224,62.35833,37.61338,30.653774,32.10345,22.5124,18.994686,13.339739,10.397368,11.749308,13.334805,9.879273,10.611079,9.271075,hail
-130.54787,72.06382,25.035805,12.299061,-0.7113345,6.161556,-0.9838878,13.646477,14.929841,18.599852,4.6525884,3.6678078,-1.1876794,109.51509,40.99946,27.739746,15.742389,16.723005,14.963056,12.3907585,10.931021,9.962803,10.542727,10.243048,9.066278,10.733213,hail
-205.42143,92.361404,-49.382812,-16.135181,-25.451202,-11.632209,-16.266096,-14.250164,-14.874773,1.1910622,1.2016895,-0.5741202,-8.528518,125.08596,57.690964,51.76812,19.053616,19.41305,7.3563294,11.4087305,12.300447,15.817075,12.752519,11.860799,11.0761795,10.997617,hail
-145.08264,115.00758,3.0437634,30.937263,-1.4991992,14.534651,-6.6409197,4.603063,-7.284456,0.9801231,-5.2297864,-0.39434803,-7.423711,151.60243,51.491486,12.997719,16.816141,9.653934,9.913665,7.9816256,8.794549,8.794743,6.784706,6.185635,6.7115746,6.456888,hail
-128.44292,92.80601,12.305499,22.889704,9.57595,15.235875,4.8002005,5.9422436,2.662989,12.975222,5.138307,5.43428,-0.6929699,95.602615,32.675762,19.486166,15.438516,11.067771,11.155559,9.798736,11.006491,9.144157,9.137408,9.058955,10.370878,8.894778,hail
-113.53504,96.53433,-5.438178,-5.854075,-14.937564,-12.356475,-3.51701,-3.0465252,-13.222872,-7.8546286,3.7985017,10.483843,4.2205224,79.659515,27.954798,17.861422,20.235266,14.990313,16.328957,15.919422,10.457267,12.92344,15.98629,11.950068,14.05751,11.870935,hail
-94.515114,69.03166,24.5922,38.359844,14.723483,15.91956,4.315652,15.898978,4.031647,12.849659,5.768623,6.401045,0.94106084,80.54047,33.900444,20.017307,18.268452,11.105034,9.1188135,9.944074,7.346087,7.1806893,6.8366685,6.764251,7.0461173,5.753483,hail
-117.58094,77.46557,14.616272,35.554855,1.0514139,7.436659,-2.1234753,6.6467447,2.8844101,3.4375083,-3.3828216,2.479687,-4.7877674,106.45712,42.953514,28.8082,13.772143,13.006731,10.176201,8.415706,7.648408,7.811398,7.4518733,6.7324,6.9564843,6.8100057,hail
-142.23363,109.94462,22.60149,23.267204,1.4885033,7.13917,-2.6440728,4.387126,1.520193,10.314871,2.6782966,1.4982475,-8.4079485,134.75447,49.2374,20.478659,22.52012,13.422727,13.19403,10.7118635,9.140975,7.565974,8.391288,7.4815445,10.370577,9.111802,hail
-84.68478,104.088394,0.8325081,42.985386,15.758863,15.718043,2.002688,6.2552123,0.09428909,9.141394,1.2043886,6.8757505,-2.0674775,94.48208,28.665653,24.308891,14.537883,7.7747817,7.241158,7.3631,5.7402744,5.2207975,5.5290008,5.4602804,6.6309557,6.151177,hail
-148.37473,102.253944,29.020237,34.568367,9.66162,12.106035,3.723242,7.9491405,1.2399153,6.404284,-0.55839646,5.7314773,-0.41611227,110.51712,37.070827,18.353722,17.957333,11.157023,8.76189,8.000127,6.8988576,6.2397084,6.7838836,6.2076735,5.6235228,5.6418443,hail
-177.82812,115.71202,-18.22518,12.107926,-5.5940647,3.6032772,-8.698621,3.9054217,1.616961,1.7470709,-2.5339391,-6.8352447,-12.4867115,106.764656,60.834934,23.213305,14.930928,17.33179,19.34995,18.966137,20.33241,14.971279,13.371651,11.568449,12.238291,13.541152,hail
-202.63768,99.11086,43.967197,43.88193,16.036366,9.874793,3.5673168,7.6854815,-0.9865874,2.8598764,2.880608,0.5508979,-9.318116,99.46335,44.042175,25.1362,19.612988,13.648971,11.381096,13.038476,14.202993,9.431463,8.525363,12.0434885,11.898829,11.066478,hail
-157.52032,94.58102,17.495558,14.652149,-9.623064,-0.73283607,-4.5635962,4.6588616,0.33349627,1.1210955,-6.6789484,0.2719945,-0.77034813,134.8288,34.76307,21.348015,25.584604,18.259638,20.759739,14.066523,13.063309,10.672823,10.1235695,8.748476,8.573947,7.166892,hail
-70.26154,97.2639,23.550632,41.593178,8.453681,21.282736,4.2931967,14.809206,2.6964078,7.7526965,-0.08201404,-0.19191743,-7.1876745,69.51726,34.1126,19.661613,15.013686,9.134355,6.6819296,6.481491,7.6526556,6.808533,4.9781003,5.195775,7.1113043,7.016419,hail
-103.42576,85.72704,17.672468,34.933258,8.031875,9.131257,0.48635164,7.8149314,2.0193145,7.8953023,0.96874475,4.846101,0.70097625,119.145256,33.5713,27.0236,14.961686,10.672741,9.389368,10.016055,9.182158,6.472925,6.8403263,6.867398,7.1212645,6.1052356,hail
-77.846535,85.15866,17.176767,28.713919,12.531683,14.584943,2.2926784,4.4480543,-1.5064819,3.8533404,-1.9944241,4.3587527,-2.2642121,89.103745,43.25032,26.084215,14.353781,14.2894335,10.296918,9.57848,10.464186,8.058179,7.16933,8.002993,7.738736,6.8770924,hail
-103.781555,91.11777,25.839952,26.765387,16.110905,15.799903,3.078543,12.455202,3.586025,4.1313896,-0.056306623,6.266114,-2.236909,113.83412,29.926437,17.362669,10.741481,8.19389,6.659469,7.9897137,7.7986474,7.365037,6.5244956,6.0053205,6.8115153,4.92017,hail
-107.62134,72.663826,8.589475,32.01437,9.839758,10.819086,1.4943385,5.0780487,-0.93597335,8.343512,-1.8587958,5.5679736,-2.7994444,98.05892,36.526684,35.427265,12.59081,13.627814,14.65346,7.313349,11.205211,8.247146,7.1375217,8.166206,7.796234,7.783848,hail
-98.94181,93.91226,30.932484,40.47311,7.285821,15.12548,-0.6982773,6.2054977,-3.2806606,4.8360586,-3.759316,-0.2563859,-6.009267,115.01006,36.094715,26.659792,14.574689,14.597346,9.340499,8.018005,6.2199097,5.389083,5.7859077,5.2826033,6.029994,4.8847833,hail
-130.7737,96.239655,8.6457405,21.342476,-0.2670738,2.3793948,-7.6525655,-2.8216627,-5.1864424,-1.9787601,-8.319401,-1.7018816,-3.7342255,184.53865,35.345493,19.37376,26.047894,16.979729,8.284332,8.079601,10.601439,14.539474,15.629763,9.875075,6.8281684,9.2825775,hail
-89.444534,74.96249,27.804932,32.594074,14.165792,15.9304285,3.7807262,10.449636,2.2470012,8.325722,-0.15880841,4.3524504,-2.3071575,97.587875,32.916447,26.15503,17.437574,14.509963,12.456449,12.677515,10.101978,9.370147,9.591459,9.19423,9.120952,8.714585,hail
-133.37315,90.007744,31.065107,34.804867,14.702725,16.132698,1.3223296,7.3945317,0.46784812,3.5378354,-0.8533761,4.1953306,-2.4729242,111.35125,44.24965,24.748743,15.449703,11.575518,10.367504,8.142391,7.6357965,6.747635,8.332566,7.362577,6.710671,5.7541757,hail
-79.35659,108.90118,19.933804,36.37854,1.8568578,12.942649,-2.3735726,7.655653,-3.0366855,3.8915758,-0.6867655,1.9580258,-4.4092436,134.62749,26.182072,24.546951,12.626197,9.623147,6.917382,7.269088,9.496076,6.2941327,6.835021,5.8286576,6.055738,6.9248857,hail
-57.057964,102.80634,15.614635,26.580544,9.520631,16.378916,1.4375379,9.594055,0.7548743,4.3442216,-1.1298463,4.019111,0.15523694,87.34828,34.431824,16.043743,9.543648,9.370983,8.410613,8.143704,6.4049053,6.869432,6.34204,7.061187,6.456326,6.448164,hail
