mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,label
-32.037594,49.73332,-12.492944,-17.99818,-35.86787,-26.072346,-3.2841594,-3.1715415,-14.679608,-10.360448,-13.3043585,-5.356856,-13.392647,66.21811,21.10563,10.077073,8.334728,7.675762,6.803561,5.866403,5.568974,4.892021,4.863045,4.6323705,4.6899557,4.6521955,hail
-346.98462,98.71132,18.684132,9.745015,9.008668,0.9426342,-2.2164803,1.6850151,-3.660661,-0.98836845,-1.7899052,1.2042675,-2.3901381,89.288994,23.559872,22.139957,12.892766,8.2478695,6.875335,6.419838,5.665987,5.594849,4.951303,5.1351867,4.4072733,4.793701,hail
-365.55984,74.27408,8.522164,6.3207064,3.5485606,2.311925,-3.204789,1.9842105,-1.1149749,-0.59323776,-0.44892922,-0.022381153,-1.3600997,85.67843,25.076815,24.2391,11.459765,7.6843853,7.183561,6.7893696,4.9311013,4.9474072,4.5559835,5.2073917,4.624264,4.451066,hail
-249.42526,59.849693,5.2258615,16.497402,3.983292,15.079815,0.73038185,2.481187,-1.8304274,3.3676608,-0.7762599,0.7703573,-1.8978715,125.85984,35.93722,22.42665,10.061091,10.128065,7.391244,10.168591,6.7197833,6.3067665,4.0867596,4.777713,3.8487632,4.565841,hail
-418.57788,84.78254,2.7723966,12.896212,6.5805326,13.235838,7.2187533,4.441274,3.458763,3.611889,5.661752,3.6098943,0.68887156,35.81483,26.02459,15.096612,10.649483,8.064601,6.0577292,4.9448805,4.1916876,3.9455345,3.5901396,3.5586278,3.5629792,3.5810716,hail
-428.7992,88.28395,7.752277,18.986029,10.36624,16.869785,8.672773,7.026881,3.8445108,5.4062133,6.077626,5.2592344,0.7157309,22.593063,25.353245,17.772335,14.438533,10.171376,8.146664,5.840733,5.271033,5.0537896,4.699225,4.4592795,4.1558957,4.082312,hail
-430.1257,90.605576,8.497219,17.898338,8.647202,15.2415,7.561764,5.8963265,3.243403,4.7013783,5.6832213,4.4476366,0.43946442,23.58507,30.49121,21.711973,14.788663,10.675002,7.766711,5.8907976,5.2172146,4.3905077,4.109611,3.698403,3.745427,3.5588188,hail
-429.04108,91.59842,5.210176,19.674528,7.2851653,17.9869,5.886042,7.7195387,1.1746521,5.947557,3.3801727,5.896375,-1.5843298,28.739113,26.098288,18.000788,12.62764,9.458088,7.07811,6.2731533,4.9795356,4.80268,4.307711,4.1769233,3.9133089,3.877516,hail
-426.89798,86.53301,0.9283651,15.931408,4.3154373,15.146975,4.306902,6.1995783,0.8480505,4.930107,3.5570803,5.1801963,-1.5596545,25.546522,24.241331,16.064966,11.234046,8.016645,6.04407,4.780269,4.351612,4.062139,3.8578637,3.611595,3.5738745,3.5605586,hail
-450.56348,66.43177,-16.501358,2.0338364,-7.2902055,7.4515824,-2.4264739,1.8856992,-3.1332548,3.490835,1.7411686,5.5122795,-1.66799,5.9365396,3.206057,2.873184,3.1773765,3.3761718,2.9470756,2.9537284,3.0419352,3.049,2.8585432,2.9048305,2.9391797,3.0240853,hail
-203.30191,70.92151,-4.2597656,16.767397,-4.6673737,1.0090601,-8.585915,-0.98057073,1.385939,7.598359,-0.2005101,1.3523384,-3.0028424,50.405136,21.462273,11.330763,8.272205,6.5633717,7.0670915,6.5801497,6.2437587,5.887709,5.4309816,5.070139,4.9530854,4.9802938,hail
-196.15817,88.784454,3.4643676,23.81161,-1.4119774,1.5037911,-9.1707115,-2.0331044,-1.0170296,6.447893,-0.8505737,2.1303735,-3.8574486,62.532974,20.632032,16.559752,11.691624,8.454572,9.046232,8.096612,7.5308213,7.070014,7.3624506,6.1839175,5.892351,5.7647467,hail
-207.92932,85.64539,12.192492,17.784504,-0.9233057,3.2696166,-9.627687,-1.1985872,-4.8371973,10.55414,-1.4209121,7.4685483,-3.5234733,43.2591,22.372139,14.9781,11.035949,9.664259,7.278386,7.9763236,6.825329,6.0922174,6.646801,5.648781,5.571214,5.501357,hail
-302.69012,92.2682,-28.821636,24.544756,-3.1628435,7.839155,-4.373445,10.803554,8.279798,12.391132,6.1026516,7.215956,0.93539435,38.2908,19.159107,13.6908655,9.908148,8.171495,8.543746,7.744209,7.079351,6.40037,6.0014133,5.940112,5.337743,5.859551,hail
1.9781182,-27.412355,-26.22284,26.173143,-7.6494374,25.627851,-16.989067,22.078207,-4.401628,8.123633,-3.0385404,5.348476,-1.4812918,17.91599,18.254322,9.281824,6.325032,5.000539,4.6537013,4.2500634,4.2008557,3.714131,3.5981581,3.6896565,3.3619561,3.3520074,hail
-301.51733,85.345985,12.915486,49.75217,8.356261,8.290851,12.15146,11.938418,4.881994,12.698323,1.3623741,6.6081667,9.080617,44.132206,10.964085,9.037167,7.6360917,6.5468326,5.2875166,4.8917584,4.959095,4.421085,4.346459,4.3578978,4.034973,4.2417827,hail
-11.240566,39.962498,-21.47222,19.04215,-25.631792,6.7827134,-6.46721,-3.4249337,-3.4585574,-6.1938844,-7.1026025,-1.4058925,-7.1457615,83.56214,9.009802,7.276769,5.1107116,4.791655,4.515939,4.1147513,4.497451,3.9752686,3.9773555,4.27327,3.7123735,3.706245,hail
-353.8839,68.40337,-0.79974985,8.244681,-31.848001,18.712563,-5.911215,-19.440168,-13.690021,-21.190214,-1.5641814,-19.21167,-15.020083,64.77288,28.727055,9.557697,12.709858,14.698897,8.825166,6.6852536,7.983315,6.439108,8.173541,4.2994523,8.760018,6.79732,hail
-576.2951,72.06956,1.3343619,50.534748,15.269901,23.425167,-2.5034823,-10.367367,5.0022507,12.75128,-5.3226094,-11.816078,-8.559911,18.991905,6.6132903,12.226782,5.600895,3.7067657,4.4663634,3.7068527,5.1219554,3.5098462,4.143579,3.0309958,3.568077,2.996406,hail
-497.5858,50.521458,-23.887545,63.499016,-7.792357,21.381815,0.3280751,-18.830793,9.580218,12.539553,-6.9032617,-11.996818,-7.0316896,25.715614,8.92857,12.11033,6.599139,5.2314906,4.0365095,3.894147,5.0636563,3.6575582,3.6775012,3.512747,3.5406337,3.2881012,hail
-160.10448,92.5639,-28.497274,2.827803,-6.616164,4.060778,-2.407716,6.2206717,-1.0985001,4.247917,1.7402829,4.229797,1.9467244,145.5121,29.342915,11.788107,4.82292,4.9444494,4.161771,4.2358356,4.3892474,3.8259826,3.8740115,3.5698912,3.6407294,3.4779015,hail
-94.85093,30.05065,11.2270775,37.176758,-0.73018914,21.86593,5.111955,11.552775,1.092884,7.485511,-3.1491935,3.6516612,-5.2353015,88.97578,14.790978,11.887308,7.809252,7.0162005,4.6730886,5.1464896,6.4245257,5.3039255,3.1232061,3.1295648,4.823977,5.4211006,hail
-419.5041,140.73863,52.99037,4.875543,-4.081942,-2.5867136,-3.3777611,-5.1019506,-5.9223185,-5.2955294,-5.138041,-5.062938,-4.73805,79.311844,64.74167,30.00317,25.69822,14.877375,9.464767,7.0306044,5.8335767,5.4334393,4.737933,4.20233,3.7881382,3.7131805,hail
-284.63818,46.28471,1.9515916,9.351548,7.9263062,7.9822583,2.517118,9.586442,3.4047997,9.866265,2.2101028,6.9855003,-1.0569171,59.137016,22.682379,8.35603,8.171848,5.9011106,6.192682,5.0585523,4.0917916,3.9813054,4.1501317,4.083529,4.033928,3.691579,hail
-229.02501,-10.004688,-5.196897,3.3491402,-3.0042245,3.5863836,-3.2134016,7.4220963,3.2525477,8.599232,3.7492185,8.376667,1.1130875,40.62009,10.466893,5.510901,5.113825,5.522705,4.4842095,4.568116,4.091403,3.7120602,3.5612936,3.1721263,3.6299198,3.7986615,hail
-359.38013,73.8514,2.9751804,2.539505,6.3476114,5.517415,0.6688589,-1.0456161,-6.3724866,-1.757776,-0.49864045,0.6697897,-3.3692477,72.35644,25.475998,17.685219,11.263208,8.15322,6.9839034,6.011787,5.241051,5.411569,4.7730603,4.50947,4.374749,4.060522,hail
-332.87476,73.06309,27.64036,15.396157,4.5338774,23.484667,-1.6391385,8.245699,-2.1547377,-4.4530187,8.127351,-4.9346757,5.3377404,83.83034,26.144415,22.01799,13.116737,11.382999,12.341963,8.412423,7.8549695,6.249733,6.7293553,9.300078,8.307689,8.037964,hail
-184.6728,7.3634524,2.1985471,12.360158,-4.074523,8.679533,-0.0140764285,2.7301145,-0.45534456,0.75772107,-1.5320843,3.8696887,-0.67147416,63.620426,26.48837,15.849202,11.245577,8.333372,7.562341,6.814871,6.4131,6.2187796,5.3908434,4.811283,4.5191545,4.4356446,hail
-369.3584,73.98106,10.825844,0.67772526,3.6148374,5.9813247,-1.5795423,2.0270066,-4.393357,-3.1263564,-0.20626901,4.029501,-2.8172069,98.778046,21.347572,17.529991,13.270031,9.6704,8.602911,7.225342,5.963108,5.331854,5.098467,5.0765767,4.3913827,4.5994825,hail
-280.32123,59.147232,-1.6496881,9.713883,6.182765,10.032174,0.95000136,8.64887,-3.3977711,4.5070515,-2.9601698,4.129579,-1.9233949,51.841827,13.353338,9.252315,6.560587,6.071303,5.032201,4.605291,4.11088,3.779814,3.6986778,3.656929,3.4827907,3.480144,hail
-244.38428,50.571022,-17.081266,6.1720076,-16.744362,-5.079281,-14.558441,-6.4963503,-9.179397,-10.371089,-12.517404,-7.9901567,-11.964653,54.017006,8.506269,7.609322,6.6796255,6.1772346,5.8265023,4.8761244,4.4769287,4.29184,4.1313677,3.7939808,3.5909197,3.4534998,hail
-196.74321,60.49937,-20.94699,27.834303,-1.113655,17.982069,1.9512722,11.345895,1.6448836,2.612081,2.804458,2.2415051,0.46086246,142.26787,30.925594,13.022751,8.160673,9.652548,5.8926377,6.6397963,5.2861323,6.2792387,5.322991,5.3048944,4.1928043,4.218506,hail
-129.70006,52.64688,-17.557787,-5.0974417,-25.056587,-7.0086536,-21.6804,-15.379123,-22.35963,-15.924989,-18.647331,-12.975228,-14.346978,49.18552,20.114998,11.470632,10.103292,7.291862,5.9240766,6.1392474,5.2972126,5.1619697,4.722885,5.0866513,4.5174923,4.3624787,hail
-4.786109,101.520584,-20.36183,3.0967247,-18.76402,-0.08063398,-7.0844083,-5.9862075,-15.650241,0.19354975,-4.118295,-2.9250193,-2.4328418,18.11248,12.540966,6.335997,8.427329,5.516391,5.036769,4.968778,4.146267,4.703344,3.9955847,4.443181,4.1876388,3.5449612,hail
-33.1866,108.38005,-22.301556,-10.66436,-13.524993,-9.800118,-6.1448135,2.5095932,-9.467156,4.532964,-2.2945676,0.9209326,-4.3440933,21.875484,14.029587,8.7769785,8.037593,6.0676217,5.5376115,4.899426,4.398596,4.8022,3.6854813,3.724131,3.5771725,3.7794776,hail
-333.90433,104.26328,3.781203,31.093294,14.249823,18.943298,8.464633,14.200302,-2.0060797,6.1727395,1.1954211,2.9541452,-0.41228524,47.16612,12.86553,12.282661,8.022063,6.934305,5.60529,4.8630857,4.271978,4.65676,3.7741323,3.7152233,3.7668552,3.6855464,hail
-409.96014,81.41737,-3.6862588,11.495844,4.1294713,11.078992,2.789792,10.165078,-3.5057688,1.4231527,-0.57873875,3.6795971,1.3816888,67.086624,11.586185,15.405111,9.431922,8.679007,7.6039925,6.4092255,5.0151157,6.6977105,5.419728,4.7919793,4.4916444,3.924771,hail
-360.4351,88.284,22.224653,19.55647,14.980859,11.70921,6.356741,6.888059,2.4861012,7.186648,1.4462569,2.0487373,-0.40666577,66.16554,32.105896,13.324212,7.223619,5.5966387,4.6935887,4.512262,4.540548,4.1951766,4.675416,3.9415145,4.20437,3.7525508,hail
-87.81989,30.839603,-2.6675723,21.578686,-11.029735,-3.172696,8.394204,-9.147225,0.69450694,-1.5669203,-2.4998956,-3.4686208,-1.9242378,50.52483,5.027176,3.778872,3.3223035,3.4976757,3.1848109,3.2863,3.4546306,3.2130053,3.236232,3.1209972,3.0434992,3.0946589,hail
-353.85135,93.994,21.58047,8.247731,-0.91993517,-8.570271,-12.238059,-14.674673,-13.288406,-10.761695,-6.64546,-2.350326,1.9858176,111.30268,88.95305,19.683216,7.5306754,2.2945037,7.345313,10.743609,12.935396,12.47691,10.397865,6.7764745,2.5280523,2.1203873,hail
-289.26852,94.34913,22.989105,16.202196,-5.0978208,-6.822388,-5.9039106,-12.975409,-6.756154,-7.0940914,-8.140325,-3.2898555,-0.3460584,149.63153,49.95173,25.859623,25.803074,15.306832,13.119861,13.082368,13.083452,10.909822,9.937867,10.044813,9.590182,12.380511,hail
-308.10107,35.908867,-37.61325,12.348355,3.5745125,16.10069,5.395069,-1.3358693,-5.8827333,6.6108985,-1.8435173,-5.0212092,-1.9218354,71.543495,15.3676405,7.8839216,7.3798127,8.753821,7.2613807,5.385964,4.8861346,5.155493,4.510131,4.581473,4.370498,4.0280547,hail
-251.62036,9.715537,-17.385223,-5.922437,-17.569445,-6.6827617,-13.1094885,-4.5426593,-10.3915615,-6.2456775,-10.190066,-3.5047328,-7.459872,41.98471,12.94974,9.600709,5.4679637,5.2157326,4.727391,4.494903,4.2889557,3.8261743,3.7434201,3.5829659,3.4369895,3.4066036,hail
-11.049,30.157684,-19.54956,4.699137,-9.501696,-3.0570116,-1.8925985,1.2539608,-1.3427068,-0.9916715,-0.37057772,2.4046059,-2.2566764,9.682602,5.2680955,4.384598,4.126519,3.9009054,3.5699146,3.5363882,3.4880412,3.383327,3.3930964,3.5043886,3.3261998,3.5073776,hail
-289.8357,81.72613,-3.0819826,4.821688,-0.08444551,-0.51146865,-5.4134855,-4.1572146,-3.9844396,-1.5959662,-6.7465386,-1.594819,-4.9062715,101.09694,31.417725,21.776072,10.080675,8.697312,7.4878273,6.138441,5.9865956,4.8857856,4.7946506,5.685414,5.3486667,5.0319824,hail
-272.3733,71.736015,7.975844,7.16863,9.236431,5.590365,1.7341228,3.6428356,2.540852,2.9059472,-0.11080004,2.7090852,0.8477352,115.177536,19.20338,27.328585,12.156587,9.322136,8.144618,6.930267,4.986432,4.813556,4.477583,4.569549,4.021115,4.3348074,hail
-43.065388,38.805855,28.211712,19.394896,0.6983502,2.547029,-7.7715793,-3.3878617,-12.96063,-4.351028,-8.566752,-2.9886174,-12.552077,22.84919,25.927252,13.825957,7.170652,4.572236,4.012485,4.0305586,3.716396,3.6767097,3.695256,3.609968,3.5717025,3.4308977,hail
-307.65674,27.926178,5.252646,26.505081,-14.160243,9.477931,-2.4010355,-8.318665,-7.865468,-4.255672,-11.017127,0.81542593,-2.2673686,72.35864,12.450476,7.058669,5.1136665,5.1881843,4.546242,4.2967324,4.6629143,4.161901,4.3302054,4.5651407,3.8429515,3.938777,hail
-325.71082,42.607048,3.406344,27.831316,-13.651704,8.829572,-2.7900283,-3.610233,-6.9907146,-1.1938683,-8.214238,0.24715298,-2.2405934,108.68684,31.155357,6.9836664,6.0736823,5.1435547,4.1297536,4.5027256,6.0782843,3.860689,5.2352734,4.5626574,3.8852477,4.1781325,hail
-318.0528,93.48908,11.506886,4.755406,21.240509,0.7493803,-4.903762,4.1946874,0.08504822,0.9679382,-0.89393294,2.7903874,0.5551062,71.30401,47.954693,18.772333,10.431725,6.5375457,6.0817266,5.878685,4.7993813,4.7618856,4.747704,4.0825973,3.9827964,4.3526187,hail
77.26011,102.645805,12.724867,39.154293,-9.118892,22.529133,1.8398696,2.9499733,3.3273742,1.4251657,0.8294605,-1.0583321,-3.9007092,17.168816,7.577389,4.4631696,4.7060404,4.3334894,4.3575287,2.964012,2.9870858,3.0799289,3.1733294,3.0914283,3.0011005,3.1896942,hail
